Time,FlowEvap,KWPerTon,PerChilLoad,PerFreqFanA,PerFreqFanB,PerHumidity,PowChi,PowChiP,PowConP,PowFanA,PowFanB,PowIn,TempAmbient,TempCondIn,TempCondOut,TempEvapIn,TempEvapOut,TempWetbulb,Tons
2018-05-06 16:55:00,0.001874668878,0.7652158825671825,0.1149971,0.8888891,0.8888891,0.34939029999999993,127900.0,17290.0,2070.0,8610.0,8610.0,164480.0,298.5204759324916,294.03999999999996,299.90999999999997,282.10999999999996,280.85999999999996,288.94659444444443,587815.2186600001
2018-05-06 17:00:00,0.0018540226755,0.7438475388170257,0.25359000000000004,1.0,1.0,0.3812259,144600.0,17120.0,6450.0,8830.0,8629.999,185629.999,297.2540837019215,296.96999999999997,299.9,280.35999999999996,278.89,288.4944777777778,683657.5581183603
2018-05-06 17:10:00,0.001864107612,0.5270959032365026,0.39196919999999996,1.0,1.0,0.6278014000000001,168900.0,17250.0,11730.0,10010.0,9900.0,217790.0,294.6103742733804,297.45,301.08,281.44,279.03,289.8424222222222,1126923.0596419186
2018-05-06 17:25:00,0.0018603474480000002,0.5077402465356037,0.29604709999999995,1.0,1.0,0.8354788000000001,146200.0,17240.0,7100.0,9559.999000000002,9679.999,189779.998,290.96684478128105,295.69,299.84,280.71999999999997,278.54999999999995,289.0037944444444,1012651.5690681597
2018-05-06 17:40:00,0.0018577702214999999,0.5617132187997509,0.25634929999999995,1.0,1.0,0.8481641999999999,131000.0,17330.0,5260.0,10460.0,9910.0,173960.0,290.61612421400343,295.46999999999997,299.37,280.46,278.7,288.81311666666664,820183.2736838401
2018-05-06 17:50:00,0.0018603190575,0.5048492504722847,0.2885991,1.0,1.0,0.79411,117900.0,17280.0,2790.0,9339.999,10010.0,157319.999,291.12524283103835,292.78999999999996,298.29999999999995,280.42999999999995,278.66999999999996,288.66534444444443,821308.5542111999
2018-05-06 17:55:00,0.0018603022335,0.6018361547363811,0.23402360000000003,1.0,1.0,0.7625206999999999,111800.0,17290.0,5860.0,6140.0,6300.0,147390.0,291.20028543484864,296.83,299.41999999999996,280.46,279.06,288.3607722222222,653307.714354401
2018-05-06 18:05:00,0.001855209819,0.5257495789752497,0.30847379999999996,1.0,1.0,0.7794181,178100.0,17240.0,5530.0,10140.0,10080.0,221090.0,290.9705666088715,293.84999999999997,299.27,280.78999999999996,278.22999999999996,288.34293888888885,1191349.653360641
2018-05-06 18:10:00,0.001855733466,0.6086468076876289,0.2839567,1.0,1.0,0.7946526999999999,128900.0,17340.0,7340.0,1670.0,1630.0,156880.0,290.7272971022518,296.85999999999996,299.40999999999997,280.02,278.41999999999996,288.2903166666666,744803.7005056005
2018-05-06 18:20:00,0.0018578638049999998,0.5910488141286346,0.243467,1.0,1.0,0.799283,126100.0,17420.0,4360.0,9620.0,10200.0,167700.0,290.49310917006625,295.04999999999995,298.97999999999996,280.16999999999996,278.56,288.12010555555554,750319.0848748008
2018-05-06 18:30:00,0.0018546125669999997,0.4990073406388669,0.3036101,1.0,1.0,0.8040643,127400.0,17220.0,3090.0,9599.999,9730.0,167039.999,290.48503432399474,292.95,298.44,280.58,278.65,288.1684055555555,897876.800956561
